3,1,2,0,-1.055
5,2,9,0,-1.023
3,2,8,0,-1.030
5,2,7,0,-1.054
3,2,11,0,-1.031
5,2,10,0,-1.032
3,1,1,0,-1.074
0,1,5,0,-1.023
5,2,3,0,-1.054
3,1,10,1,-0.728
3,1,8,1,-0.677
3,0,3,1,-0.708
8,0,11,1,-0.702
1,0,5,1,-0.615
3,1,4,1,-0.767
3,1,1,2,-0.319
10,1,5,2,0.010
10,0,9,2,0.264
10,1,6,2,-0.317
3,1,10,2,0.007
10,0,7,2,0.361
5,1,8,2,-0.046
11,1,11,2,0.235
3,1,0,2,-0.040
7,1,4,3,-0.884
1,1,6,3,-0.872
5,2,9,3,-0.825
7,1,0,3,-0.820
7,1,10,3,-0.818
7,1,8,3,-0.861
5,2,3,3,-0.797
2,0,5,4,0.821
3,0,8,4,0.508
3,0,0,4,0.996
0,0,2,4,0.370
8,0,6,4,0.381
3,0,10,4,0.783
0,0,9,4,0.892
0,0,1,4,0.393
0,0,3,4,1.073
1,0,11,4,0.993
3,0,7,5,1.665
3,0,9,5,1.641
0,1,0,5,2.067
10,0,5,5,1.601
5,0,6,5,1.266
0,1,4,5,1.812
10,0,11,5,1.845
3,0,1,5,2.240
3,1,10,6,2.279
8,0,5,6,2.362
3,1,4,6,2.423
11,0,11,6,2.672
3,1,0,6,2.644
0,0,2,6,0.889
11,1,6,6,1.824
1,1,3,7,1.578
6,1,4,7,1.875
6,1,10,7,1.885
11,1,6,7,1.658
6,1,0,7,2.041
6,1,8,7,2.106
1,1,2,7,0.957
3,2,2,8,-0.286
3,3,7,8,-0.335
5,3,6,8,-0.397
3,2,1,8,-0.308
3,3,9,8,-0.278
10,2,8,8,0.267
8,1,4,9,-0.656
11,1,6,9,-0.519
8,1,11,9,-0.642
8,1,9,9,-0.596
8,1,10,9,-0.599
8,1,0,9,-0.653
8,1,7,9,-0.630
8,1,5,9,-0.548
8,1,1,9,-0.711
6,1,9,10,0.610
1,0,2,10,0.547
1,0,1,10,0.637
7,1,10,10,0.868
7,1,0,10,0.635
10,1,6,10,0.574
6,0,5,10,0.840
7,1,4,10,0.571
3,0,0,11,0.621
0,0,11,11,0.634
0,0,3,11,0.678
3,0,2,11,0.841
0,0,5,11,0.826
0,1,6,11,0.387
3,1,8,11,0.521
3,1,4,12,-0.936
0,1,7,12,-0.868
3,1,2,12,-0.989
3,1,0,12,-0.916
0,1,8,12,-0.943
7,1,11,12,-0.834
0,1,3,12,-0.881
0,2,6,12,-0.994
1,1,5,12,-0.735
1,1,2,13,0.405
8,1,10,13,0.356
8,1,11,13,0.085
1,1,1,13,0.422
8,1,4,13,0.200
1,1,3,13,0.257
1,1,7,13,0.112
6,1,8,13,0.150
6,1,5,13,0.301
11,0,6,14,2.032
3,0,2,14,1.792
3,1,8,14,1.878
11,0,11,14,1.378
1,0,7,14,1.891
3,1,0,14,1.909
3,1,4,14,1.561
1,0,3,14,2.019
8,1,6,15,2.250
8,1,11,15,2.126
1,1,2,15,2.272
1,1,1,15,2.152
7,1,9,15,2.420
7,1,0,15,2.378
7,1,8,15,2.213
6,0,5,15,2.302
7,1,10,15,2.424
7,1,7,15,2.372
11,0,11,16,2.790
11,0,4,16,2.570
1,0,2,16,3.553
1,0,7,16,2.918
1,0,8,16,2.997
1,0,9,16,3.020
11,0,0,16,2.949
6,0,5,16,2.838
11,1,6,16,2.888
1,0,3,16,3.017
4,3,3,17,-0.145
4,3,7,17,-0.152
4,2,0,17,-0.130
7,3,8,17,0.176
6,3,6,17,0.227
4,1,5,17,-0.056
5,3,1,17,-0.573
4,3,9,17,-0.097
0,1,8,18,-0.797
3,1,4,18,-0.627
0,1,5,18,-0.622
3,1,10,18,-0.636
0,1,7,18,-0.674
0,1,6,18,-0.723
0,1,3,18,-0.588
3,1,0,18,-0.557
1,1,1,18,-0.624
1,1,2,18,-0.499
0,1,9,18,-0.520
8,1,8,19,-0.613
11,1,6,19,-0.632
11,1,10,19,-0.374
8,1,5,19,-0.269
8,1,3,19,-0.410
8,1,4,19,-0.398
8,1,7,19,-0.430
1,0,1,19,-0.681
8,1,9,19,-0.319
2,1,6,20,0.612
0,0,5,20,0.994
4,1,9,20,0.792
0,0,2,20,0.762
3,1,4,20,0.907
4,1,7,20,0.621
0,0,1,20,0.631
3,1,8,20,0.613
0,1,11,20,0.804
6,1,9,21,-0.043
6,1,7,21,-0.005
6,2,4,21,-0.020
6,1,5,21,0.043
1,2,6,21,-0.213
6,1,1,21,-0.171
1,1,11,21,0.030
6,2,0,21,0.155
6,2,10,21,0.074
6,2,8,21,-0.170
0,2,3,22,-0.380
0,1,5,22,-0.364
0,2,7,22,-0.398
0,2,9,22,-0.408
0,1,11,22,-0.376
3,1,0,22,-0.388
1,1,1,22,-0.450
6,2,8,22,-0.519
5,1,5,23,-0.843
5,2,10,23,-0.865
0,1,7,23,-0.883
5,1,1,23,-0.885
10,1,11,23,-0.885
5,1,2,23,-0.949
5,2,4,23,-0.919
6,1,9,24,0.196
6,1,10,24,0.359
6,1,4,24,0.231
8,1,11,24,0.281
6,1,0,24,0.325
6,1,7,24,0.300
6,1,3,24,0.298
1,1,1,24,0.260
6,1,8,24,0.248
1,1,2,24,0.121
8,1,11,25,1.487
6,1,8,25,1.545
8,0,5,25,1.458
1,0,2,25,1.410
8,1,9,25,1.343
8,1,0,25,1.551
3,2,11,26,0.075
3,2,2,26,0.417
3,2,8,26,0.194
3,2,1,26,0.443
3,1,5,26,0.374
3,2,6,26,0.206
3,2,3,26,0.087
3,2,7,26,0.133
3,2,10,26,0.140
3,2,9,26,0.079
10,1,1,27,-0.955
3,1,10,27,-0.777
10,1,2,27,-0.956
0,2,6,27,-0.869
10,1,5,27,-0.717
0,1,8,27,-0.833
9,1,9,27,-0.773
3,1,0,27,-0.739
9,1,11,27,-0.734
9,1,3,27,-0.735
0,1,4,28,-0.152
0,1,0,28,0.118
1,1,2,28,-0.497
0,1,10,28,-0.062
1,1,9,28,0.102
1,1,7,28,0.168
6,1,6,29,0.019
1,1,7,29,-0.062
1,1,3,29,-0.001
1,1,5,29,-0.213
1,1,9,29,-0.082
6,1,8,29,-0.062
4,1,4,30,1.328
4,1,0,30,1.361
0,1,11,30,1.369
1,1,8,30,0.967
0,0,5,30,1.344
0,0,6,30,1.040
5,2,8,31,0.554
3,2,9,31,0.242
3,2,6,31,0.717
3,2,11,31,0.192
3,1,5,31,0.203
3,2,4,31,0.153
8,1,3,32,0.357
8,1,7,32,0.294
11,1,4,32,0.252
11,0,5,32,0.195
11,1,0,32,0.287
11,1,6,32,-0.035
8,1,9,32,0.321
6,0,2,32,-0.196
11,1,10,32,0.444
6,0,1,32,-0.079
8,1,0,33,0.640
1,1,1,33,0.680
1,1,3,33,0.661
8,2,6,33,0.365
8,1,4,33,0.543
6,1,5,33,0.623
1,1,11,33,0.667
1,1,2,33,0.552
1,1,9,33,0.541
4,1,10,34,-0.130
3,1,7,34,-0.143
5,1,8,34,-0.233
3,1,3,34,-0.126
4,1,4,34,-0.309
9,1,6,34,-0.298
3,1,11,34,-0.158
10,0,2,34,-0.338
0,0,5,34,-0.304
10,0,1,34,-0.347
3,1,9,34,-0.201
4,1,0,34,-0.187
5,2,8,35,-0.575
3,1,0,35,-0.360
3,1,5,35,-0.359
5,1,11,35,-0.260
3,1,4,35,-0.276
5,2,9,35,-0.257
3,1,1,35,-0.261
3,1,2,35,-0.373
3,1,10,35,-0.149
10,2,6,35,-0.504
5,2,7,35,-0.332
5,2,3,36,-0.984
5,2,9,36,-1.005
5,2,7,36,-0.979
10,1,4,36,-0.983
0,1,0,37,-0.006
0,1,4,37,-0.152
2,1,6,37,-0.171
1,1,9,37,-0.025
1,1,2,37,-0.202
0,1,10,37,0.078
1,1,1,37,-0.161
1,2,8,37,-0.098
0,1,11,37,0.161
10,5,9,38,-0.821
10,5,7,38,-0.784
5,3,0,38,-0.775
10,4,11,38,-0.066
5,3,10,38,-0.784
5,4,2,38,-0.874
5,3,4,38,-0.810
10,4,8,38,-0.851
10,3,5,38,-0.757
5,3,10,39,-0.997
5,3,2,39,-0.992
5,3,4,39,-0.968
5,3,0,39,-0.977
10,2,5,39,-0.966
10,3,11,39,-0.800
10,2,6,39,-0.984
10,3,9,39,-0.994
10,3,8,39,-0.985
5,2,2,40,-0.991
