1461,1570,53,0,1.000
3455,156,164,0,1.000
2126,229,68,0,1.000
1090,1918,73,0,1.000
2548,1791,0,0,1.000
1418,718,30,0,1.000
1346,829,83,0,1.000
2847,812,77,0,1.000
2330,532,154,0,1.000
3310,1261,161,0,1.000
2286,570,40,0,1.000
1189,700,115,0,1.000
179,189,162,0,2.000
1855,1094,165,0,1.000
1224,759,165,0,1.000
2454,1714,53,0,1.000
2519,1058,73,0,1.000
3280,1685,115,0,1.000
4,595,45,0,1.000
413,1848,67,0,1.000
3648,669,107,0,1.000
2374,1114,40,0,1.000
1258,1094,147,0,1.000
495,1751,130,0,1.000
250,897,145,0,1.000
1204,1301,113,0,1.000
690,1674,67,0,1.000
1792,31,83,0,1.000
1532,809,83,0,1.000
3189,1570,113,0,1.000
2732,846,45,0,1.000
3166,1217,83,0,1.000
2446,1755,83,0,1.000
1430,629,158,0,1.000
1432,1529,159,0,1.000
3456,873,152,0,1.000
3164,1695,58,0,1.000
3434,228,68,0,1.000
2106,634,162,0,1.000
1812,416,105,0,1.000
1246,229,145,0,1.000
710,634,58,0,1.000
355,979,106,0,1.000
88,1029,83,0,1.000
1368,699,67,0,1.000
1043,1629,107,0,1.000
2872,595,147,0,1.000
944,1340,68,0,1.000
3529,382,30,0,1.000
3208,808,23,0,1.000
3483,1306,40,0,1.000
3310,1049,59,0,1.000
1783,1004,23,0,1.000
1652,435,55,0,1.000
1516,36,58,0,1.000
1521,864,140,0,1.000
3189,1570,59,0,1.000
211,1900,97,0,1.000
3582,1373,159,0,1.000
1294,876,30,0,1.000
1045,606,147,0,1.000
2687,1762,156,0,1.000
2819,1118,3,0,1.000
2802,1196,110,0,1.000
199,995,83,0,1.000
259,1208,45,0,1.000
256,608,77,0,1.000
483,1306,116,0,1.000
1033,1150,164,0,1.000
3639,1791,0,0,1.000
1748,1422,145,0,1.000
3283,1480,128,0,1.000
2728,1462,140,0,1.000
3259,228,68,0,1.000
3657,1299,22,0,1.000
3399,1401,58,0,1.000
3691,1267,68,0,1.000
1070,1345,23,0,1.000
3403,306,83,0,1.000
1031,1921,162,0,1.000
1772,1640,97,0,1.000
3442,194,68,0,1.000
2426,509,67,0,1.000
1044,1663,110,0,1.000
832,1105,147,0,1.000
3405,404,110,0,1.000
80,797,110,0,1.000
922,365,96,0,1.000
3431,228,161,0,2.000
1430,1905,152,0,1.000
2913,362,154,0,1.000
717,905,67,0,1.000
2666,627,148,0,1.000
3095,1529,23,0,1.000
2209,1628,84,0,1.000
404,837,88,0,1.000
1040,1348,60,0,1.000
733,1267,107,0,1.000
3460,828,38,0,1.000
2533,812,38,0,2.000
660,830,3,0,1.000
1303,466,58,0,1.000
165,812,77,0,1.000
3500,1859,159,0,1.000
2139,710,104,0,1.000
1815,1923,58,0,1.000
1235,208,55,0,1.000
2531,698,67,0,1.000
2197,1872,18,0,1.000
761,1299,128,0,1.000
3515,1590,83,0,1.000
197,201,111,0,1.000
345,1656,67,0,1.000
2142,184,56,0,1.000
1516,1299,68,0,1.000
1562,385,148,0,1.000
2331,1674,67,0,1.000
2737,784,154,0,1.000
1422,695,59,0,1.000
3442,222,58,0,1.000
2751,248,40,0,1.000
1446,1133,91,0,1.000
2207,1786,109,0,1.000
2147,868,114,0,1.000
1788,1377,68,0,1.000
203,819,34,0,1.000
2543,1718,38,0,1.000
3551,1788,147,0,1.000
1316,131,114,0,1.000
1732,1218,67,0,1.000
752,1393,5,0,1.000
1387,88,53,0,1.000
2737,1290,154,0,1.000
1185,1416,148,0,1.000
2857,1422,107,0,1.000
349,763,162,0,2.000
3211,1447,96,0,1.000
2129,423,77,0,1.000
141,1306,162,0,1.000
2599,961,65,0,1.000
3672,1051,162,0,1.000
2519,1920,73,0,1.000
3600,1299,165,0,1.000
952,365,96,0,1.000
2363,229,68,0,1.000
339,1715,106,0,1.000
39,1479,83,0,1.000
3092,385,130,0,1.000
3455,1432,58,0,1.000
35,302,19,0,1.000
3607,861,0,0,1.000
1218,1674,67,0,1.000
656,1492,45,0,1.000
648,1303,76,0,1.000
3710,1422,164,0,2.000
3320,157,88,0,1.000
2733,1381,14,0,1.000
714,1848,67,0,1.000
1297,1765,67,0,1.000
2121,907,162,0,1.000
2765,1923,7,0,2.000
1529,1023,147,0,1.000
1634,1483,40,0,1.000
2918,75,77,0,1.000
3400,26,107,0,1.000
3434,366,58,0,1.000
2139,1288,55,0,1.000
3496,1714,91,0,1.000
2006,1640,97,0,1.000
2684,194,67,0,1.000
502,102,114,0,1.000
3348,415,113,0,1.000
454,232,100,0,1.000
1470,930,164,0,1.000
1791,525,67,0,1.000
2910,229,58,0,1.000
1759,1217,38,0,1.000
2613,777,58,0,1.000
1445,1892,53,0,1.000
946,1479,83,0,2.000
382,1315,115,0,1.000
91,1221,77,0,1.000
193,1045,107,0,1.000
3675,229,59,0,1.000
980,904,122,0,1.000
2894,1677,67,0,1.000
253,182,145,0,1.000
1816,1923,68,0,2.000
3310,1299,161,0,1.000
1738,229,68,0,1.000
626,28,67,0,1.000
3455,1845,68,0,1.000
3434,1923,58,0,1.000
1468,72,58,0,1.000
593,155,78,0,1.000
469,758,19,0,1.000
98,840,113,0,1.000
2513,1345,165,0,1.000
1868,1110,70,0,1.000
1486,1222,38,0,1.000
2534,629,105,0,1.000
1420,1117,58,0,1.000
2541,1923,58,0,2.000
3372,1216,3,0,1.000
2904,1260,58,0,1.000
1517,421,67,0,1.000
3364,42,21,0,1.000
2531,1785,67,0,1.000
1651,460,84,0,1.000
3109,340,147,0,1.000
3217,652,114,0,2.000
3081,987,44,0,1.000
1142,1306,68,0,1.000
2737,992,54,0,1.000
1097,194,68,0,1.000
458,801,105,0,1.000
3434,229,58,0,3.000
1644,1174,73,0,1.000
351,1915,68,0,1.000
2328,184,98,0,1.000
586,5,114,0,1.000
1216,135,83,0,1.000
3717,143,164,0,1.000
754,1928,30,0,1.000
2813,746,40,0,1.000
2587,42,128,0,1.000
1766,229,68,0,1.000
337,1738,111,0,1.000
2913,818,154,0,1.000
1743,1452,40,0,1.000
340,119,48,0,1.000
378,686,154,0,1.000
3548,1923,161,0,1.000
1537,70,118,0,1.000
2244,1228,125,0,1.000
1347,1663,110,0,1.000
248,1479,83,0,2.000
3573,1492,105,0,1.000
631,196,68,0,1.000
644,1221,96,0,1.000
2967,167,118,0,1.000
1353,1802,114,0,1.000
3092,1055,80,0,1.000
1420,1570,107,0,1.000
423,1480,58,0,1.000
331,476,104,0,1.000
1823,281,53,0,1.000
3208,1847,161,0,1.000
578,792,96,0,2.000
3269,189,68,0,1.000
2519,547,107,0,1.000
2674,1480,58,0,1.000
3178,1923,7,0,1.000
1649,1306,112,0,1.000
3350,1570,128,0,1.000
2277,71,59,0,1.000
1820,810,3,0,1.000
1362,1915,68,0,1.000
2910,222,145,0,2.000
422,1288,161,0,1.000
2861,1593,126,0,1.000
1017,1912,58,0,1.000
270,184,48,0,1.000
872,1273,112,0,1.000
3474,1711,53,0,1.000
2511,1920,58,0,1.000
655,608,67,0,1.000
1440,1766,53,0,1.000
3632,370,13,0,1.000
1517,1051,145,0,1.000
1946,1923,8,0,1.000
414,310,67,0,1.000
1838,385,130,0,1.000
1053,1923,68,0,1.000
1413,1480,164,0,1.000
2871,1150,68,0,1.000
103,66,83,0,1.000
2752,675,19,0,1.000
3455,1856,68,0,2.000
3210,1108,0,0,1.000
800,1422,145,0,1.000
3455,1074,68,0,1.000
518,516,58,0,1.000
3108,824,83,0,1.000
1562,1233,81,0,1.000
63,613,58,0,1.000
250,1796,58,0,1.000
1807,474,142,0,1.000
2890,1570,67,0,1.000
2629,504,110,0,1.000
662,948,157,0,1.000
3691,330,58,0,1.000
1612,575,38,0,1.000
1141,198,154,0,1.000
3371,1921,161,0,1.000
2511,1269,164,0,1.000
1828,1607,7,0,1.000
248,340,83,0,1.000
1624,184,83,0,1.000
1940,814,115,0,1.000
2702,1514,58,0,1.000
3497,1261,162,0,1.000
1166,428,164,0,1.000
1655,1583,107,0,1.000
2678,432,148,0,1.000
2587,546,162,0,1.000
579,1210,106,0,1.000
3366,79,72,0,1.000
1274,611,83,0,1.000
3583,1664,110,0,1.000
2674,1170,145,0,1.000
772,1480,67,0,1.000
3294,1103,147,0,1.000
2875,831,77,0,1.000
2417,1593,83,0,1.000
2001,1629,37,0,1.000
3284,1921,58,0,1.000
510,66,164,0,1.000
2273,547,73,0,1.000
1430,873,130,0,2.000
3430,224,116,0,1.000
1968,791,146,0,1.000
1424,496,96,0,1.000
1008,669,107,0,1.000
2540,1306,128,0,1.000
2022,1856,88,0,1.000
20,1217,77,0,1.000
3498,1208,91,0,1.000
1862,812,91,0,1.000
2228,1422,145,0,1.000
997,1485,106,0,1.000
116,1000,93,0,1.000
94,1209,115,0,1.000
2116,1196,9,0,1.000
451,130,67,0,1.000
3636,1291,91,0,1.000
2343,294,68,0,1.000
626,1049,118,0,1.000
513,184,36,0,1.000
3543,4,29,0,1.000
1583,1213,138,0,1.000
3037,1000,162,0,1.000
2369,812,38,0,1.000
2541,1738,58,0,1.000
348,842,67,0,1.000
2796,1831,27,0,1.000
3348,1103,113,0,1.000
1979,759,67,0,2.000
2629,668,110,0,1.000
1789,517,80,0,1.000
1204,1685,113,0,1.000
1109,1155,59,0,1.000
1077,1230,162,0,1.000
826,810,3,0,1.000
1408,1621,58,0,1.000
763,1344,112,0,1.000
1752,1499,154,0,1.000
2273,167,118,0,1.000
2908,1150,164,0,1.000
3675,1422,59,0,1.000
83,1074,144,0,1.000
483,1204,161,0,1.000
3496,1283,91,0,1.000
2563,194,68,0,1.000
2875,625,77,0,1.000
3013,354,114,0,1.000
1508,1662,110,0,1.000
1356,717,38,0,1.000
210,1045,107,0,1.000
1651,438,84,0,1.000
3006,1532,128,0,1.000
1528,1785,67,0,1.000
121,1920,7,0,1.000
338,1034,23,0,1.000
